Uptime [s];GNSS: PPS Timestamp [s];GNSS: UTC date time (ISO 8601);GNSS: Fix type (0=no fix, others=fix);GNSS: Latitude [degrees];GNSS: Longitude [degrees];GNSS: Positional dilution of precision;GNSS: Altitude [m] (above Mean Sea Level);GNSS: Ground speed [km/h];GNSS: Satellites in view;GNSS: Altitude [m] (above ellipsoid);Temperature: Board [degC];Temperature: Ext LM75 1 [degC];Temperature: Ext MS8607 1 [degC];Pressure: Ext MS8607 [hPa];Humidity: Ext MS8607 [%];Light Intensity: Clear [lx];Light Intensity: Red [lx];Light Intensity: Green [lx];Light Intensity: Blue [lx];Light Intensity: Infrared [lx];Volt: Supply Voltage [V];Volt: 3.3V board voltage [V];Volt: 5V board voltage [V];Volt: Vin1 voltage [V];Volt: Vin2 voltage [V];Volt: Vin3 voltage [V];IO: In 1 State;IO: In 1 Timestamp [s];IO: In 2 State;IO: In 2 Timestamp [s];IO: Out 1 State;IO: Out 1 Timestamp [s];IO: Out 2 State;IO: Out 2 Timestamp [s]
196.324;0.000;2023-07-02T13:46:50.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.3;35.8;34.1;975.7;32.61;25165;25165;25165;25165;25165;8.84;3.29;5.03;0.006;0.129;0.051;1;0.000;1;0.000;0;0.002;0;0.002
198.323;0.000;2023-07-02T13:46:52.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.6;36.3;34.3;975.6;32.45;25165;25165;25165;25165;25165;8.83;3.29;5.03;0.006;0.131;0.051;1;0.000;1;0.000;0;0.002;0;0.002
200.323;0.000;2023-07-02T13:46:54.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.5;36.2;34.2;976.0;32.19;25165;25165;25165;25165;25165;8.85;3.29;5.04;0.006;0.132;0.051;1;0.000;1;0.000;0;0.002;0;0.002
202.322;0.000;2023-07-02T13:46:56.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.5;36.1;34.0;975.7;32.16;25165;25165;25165;25165;25165;8.85;3.29;5.04;0.006;0.132;0.051;1;0.000;1;0.000;0;0.002;0;0.002
204.322;0.000;2023-07-02T13:46:58.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.5;36.1;34.1;975.8;31.94;25165;25165;25165;25165;25165;8.84;3.29;5.04;0.006;0.134;0.051;1;0.000;1;0.000;0;0.002;0;0.002
206.323;0.000;2023-07-02T13:47:00.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.3;36.3;34.2;975.6;31.84;25165;25165;25165;25165;25165;8.84;3.29;5.04;0.006;0.135;0.051;1;0.000;1;0.000;0;0.002;0;0.002
208.322;0.000;2023-07-02T13:47:02.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.3;36.6;34.4;975.9;32.14;25165;25165;25165;25165;25165;8.84;3.29;5.04;0.006;0.135;0.054;1;0.000;1;0.000;0;0.002;0;0.002
210.324;0.000;2023-07-02T13:47:04.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.5;36.3;34.4;975.7;31.40;25165;25165;25165;25165;25165;8.83;3.29;5.03;0.006;0.136;0.054;1;0.000;1;0.000;0;0.002;0;0.002
212.324;0.000;2023-07-02T13:47:06.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.6;36.4;34.4;975.6;31.59;25165;25165;25165;25165;25165;8.84;3.29;5.03;0.006;0.138;0.054;1;0.000;1;0.000;0;0.002;0;0.002
214.323;0.000;2023-07-02T13:47:08.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.5;36.7;34.7;975.6;27.68;25165;25165;25165;25165;25165;8.83;3.29;5.03;0.006;0.138;0.054;1;0.000;1;0.000;0;0.002;0;0.002
216.323;0.000;2023-07-02T13:47:10.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.3;36.6;34.5;975.7;31.19;25165;1701;17947;6926;14482;8.83;3.29;5.03;0.006;0.138;0.054;1;0.000;1;0.000;0;0.002;0;0.002
218.324;0.000;2023-07-02T13:47:12.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.6;36.0;34.2;975.9;27.07;22697;17617;7705;21361;21360;8.83;3.29;5.04;0.006;0.141;0.054;1;0.000;1;0.000;0;0.002;0;0.002
220.323;0.000;2023-07-02T13:47:14.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.5;35.7;34.0;975.5;30.62;25165;8693;20137;12455;10069;8.83;3.29;5.04;0.006;0.142;0.056;1;0.000;1;0.000;0;0.002;0;0.002
222.323;0.000;2023-07-02T13:47:16.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.3;36.1;34.2;975.5;32.74;25165;25165;25165;25165;25165;8.84;3.29;5.03;0.006;0.142;0.057;1;0.000;1;0.000;0;0.002;0;0.002
224.323;0.000;2023-07-02T13:47:18.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.5;36.6;34.5;975.6;31.36;25165;1536;25165;8649;12051;8.84;3.29;5.04;0.006;0.143;0.058;1;0.000;1;0.000;0;0.002;0;0.002
226.324;0.000;2023-07-02T13:47:20.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.5;36.0;34.3;975.8;32.11;25165;25165;25165;25165;25165;8.84;3.29;5.04;0.006;0.145;0.058;1;0.000;1;0.000;0;0.002;0;0.002
228.325;0.000;2023-07-02T13:47:22.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.3;36.6;34.7;975.6;32.06;25165;25165;25165;25165;25165;8.83;3.29;5.03;0.006;0.144;0.057;1;0.000;1;0.000;0;0.002;0;0.002
230.324;0.000;2023-07-02T13:47:24.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.5;37.1;35.1;975.5;32.02;25165;25165;25165;25165;25165;8.83;3.29;5.03;0.006;0.144;0.057;1;0.000;1;0.000;0;0.002;0;0.002
232.324;0.000;2023-07-02T13:47:26.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.5;37.3;35.4;975.6;31.49;25165;25165;25165;25165;25165;8.83;3.29;5.03;0.006;0.148;0.058;1;0.000;1;0.000;0;0.002;0;0.002
234.324;0.000;2023-07-02T13:47:28.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.6;37.6;35.6;975.7;31.58;25165;25165;25165;25165;25165;8.84;3.29;5.04;0.006;0.148;0.060;1;0.000;1;0.000;0;0.002;0;0.002
236.325;0.000;2023-07-02T13:47:30.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.6;37.8;35.8;975.7;31.29;25165;25165;25165;25165;25165;8.83;3.29;5.04;0.006;0.148;0.061;1;0.000;1;0.000;0;0.002;0;0.002
238.323;0.000;2023-07-02T13:47:32.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.5;38.1;36.0;975.7;31.17;25165;25165;25165;25165;25165;8.82;3.29;5.03;0.006;0.149;0.061;1;0.000;1;0.000;0;0.002;0;0.002
240.324;0.000;2023-07-02T13:47:34.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.6;38.2;36.2;975.5;30.79;25165;25165;25165;25165;25165;8.82;3.29;5.03;0.006;0.151;0.061;1;0.000;1;0.000;0;0.002;0;0.002
242.324;0.000;2023-07-02T13:47:36.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.5;38.2;36.3;975.8;30.47;25165;9674;8532;8615;5840;8.83;3.29;5.03;0.006;0.151;0.061;1;0.000;1;0.000;0;0.002;0;0.002
244.324;0.000;2023-07-02T13:47:38.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.5;37.9;36.2;975.7;29.47;25165;25165;25165;25165;25165;8.82;3.29;5.03;0.006;0.152;0.061;1;0.000;1;0.000;0;0.002;0;0.002
246.324;0.000;2023-07-02T13:47:40.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.6;38.1;36.3;975.6;28.26;25165;25165;25165;25165;25165;8.82;3.29;5.03;0.006;0.154;0.062;1;0.000;1;0.000;0;0.002;0;0.002
248.324;0.000;2023-07-02T13:47:42.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.5;38.2;36.4;975.7;32.20;25165;25165;25165;25165;25165;8.83;3.29;5.03;0.006;0.154;0.064;1;0.000;1;0.000;0;0.002;0;0.002
250.324;0.000;2023-07-02T13:47:44.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.3;38.6;36.7;975.6;31.71;25165;25165;25165;25165;25165;8.82;3.29;5.03;0.006;0.154;0.064;1;0.000;1;0.000;0;0.002;0;0.002
252.324;0.000;2023-07-02T13:47:46.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.6;38.7;36.7;975.6;33.97;25165;25165;25165;25165;25165;8.83;3.29;5.04;0.006;0.157;0.064;1;0.000;1;0.000;0;0.002;0;0.002
254.326;0.000;2023-07-02T13:47:48.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.6;38.4;36.7;975.7;29.83;25165;25165;25165;25165;25165;8.82;3.29;5.03;0.006;0.157;0.064;1;0.000;1;0.000;0;0.002;0;0.002
256.329;0.000;2023-07-02T13:47:50.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.6;38.7;36.8;975.4;35.50;25165;25165;25165;25165;25165;8.82;3.29;5.03;0.006;0.157;0.064;1;0.000;1;0.000;0;0.002;0;0.002
258.327;0.000;2023-07-02T13:47:52.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.6;38.9;37.0;975.7;33.17;25165;25165;25165;25165;25165;8.82;3.29;5.03;0.006;0.158;0.064;1;0.000;1;0.000;0;0.002;0;0.002
260.324;0.000;2023-07-02T13:47:54.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.6;39.1;37.1;975.8;32.39;25165;25165;25165;25165;25165;8.83;3.29;5.04;0.006;0.160;0.066;1;0.000;1;0.000;0;0.002;0;0.002
262.324;0.000;2023-07-02T13:47:56.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.5;39.1;37.1;975.7;25.81;25165;2513;25165;9039;15773;8.83;3.29;5.03;0.006;0.161;0.067;1;0.000;1;0.000;0;0.002;0;0.002
264.324;0.000;2023-07-02T13:47:58.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.6;38.1;36.5;975.8;25.69;25165;16268;7174;9910;18720;8.82;3.29;5.04;0.006;0.161;0.067;1;0.000;1;0.000;0;0.002;0;0.002
266.324;0.000;2023-07-02T13:48:00.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.5;38.1;36.3;975.8;30.01;25165;25165;25165;25165;25165;8.82;3.29;5.03;0.006;0.161;0.067;1;0.000;1;0.000;0;0.002;0;0.002
268.324;0.000;2023-07-02T13:48:02.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.6;38.2;36.3;975.7;33.93;25165;14128;25165;25165;20908;8.82;3.29;5.03;0.006;0.164;0.067;1;0.000;1;0.000;0;0.002;0;0.002
270.324;0.000;2023-07-02T13:48:04.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.5;37.7;35.8;975.8;33.96;25165;25165;25165;25165;25165;8.83;3.29;5.03;0.006;0.164;0.067;1;0.000;1;0.000;0;0.002;0;0.002
272.326;0.000;2023-07-02T13:48:06.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.5;37.3;35.5;975.5;33.59;25165;25165;25165;25165;25165;8.82;3.29;5.03;0.007;0.164;0.068;1;0.000;1;0.000;0;0.002;0;0.002
274.324;0.000;2023-07-02T13:48:08.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.5;36.9;35.2;975.6;36.43;25165;19597;16181;2793;1228;8.82;3.29;5.03;0.006;0.166;0.070;1;0.000;1;0.000;0;0.002;0;0.002
276.324;0.000;2023-07-02T13:48:10.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.7;36.2;34.6;975.7;35.86;25165;25165;25165;25165;25165;8.82;3.29;5.03;0.006;0.167;0.070;1;0.000;1;0.000;0;0.002;0;0.002
278.324;0.000;2023-07-02T13:48:12.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.6;36.2;34.5;975.4;37.03;25165;25165;25165;25165;25165;8.82;3.29;5.03;0.006;0.167;0.070;1;0.000;1;0.000;0;0.002;0;0.002
280.324;0.000;2023-07-02T13:48:14.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.6;36.1;34.5;975.3;35.09;25165;25165;25165;25165;25165;8.82;3.29;5.03;0.006;0.167;0.070;1;0.000;1;0.000;0;0.002;0;0.002
282.324;0.000;2023-07-02T13:48:16.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.6;36.1;34.5;975.3;35.52;25165;25165;25165;25165;25165;8.82;3.29;5.04;0.006;0.169;0.070;1;0.000;1;0.000;0;0.002;0;0.002
284.312;0.000;2023-07-02T13:48:17.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.5;36.2;34.6;975.4;34.68;25165;25165;25165;25165;25165;8.83;3.29;5.04;0.006;0.170;0.070;1;0.000;1;0.000;0;0.002;0;0.002
286.312;0.000;2023-07-02T13:48:19.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.3;36.0;34.6;975.4;35.45;25165;25165;25165;25165;25165;8.82;3.29;5.03;0.006;0.170;0.071;1;0.000;1;0.000;0;0.002;0;0.002
288.312;0.000;2023-07-02T13:48:21.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.3;36.8;35.0;975.1;34.97;25165;25165;25165;25165;25165;8.83;3.29;5.04;0.006;0.170;0.074;1;0.000;1;0.000;0;0.002;0;0.002
290.322;0.000;2023-07-02T13:48:24.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.6;36.4;35.1;975.3;34.08;25165;25165;25165;25165;25165;8.83;3.29;5.03;0.006;0.170;0.073;1;0.000;1;0.000;0;0.002;0;0.002
292.327;0.000;2023-07-02T13:48:26.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.7;36.9;35.4;975.3;34.68;25165;25165;25165;25165;25165;8.82;3.29;5.03;0.006;0.173;0.074;1;0.000;1;0.000;0;0.002;0;0.002
294.312;0.000;2023-07-02T13:48:27.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.5;37.1;35.6;975.2;34.39;25165;25165;25165;25165;25165;8.83;3.29;5.03;0.006;0.173;0.074;1;0.000;1;0.000;0;0.002;0;0.002
296.326;0.000;2023-07-02T13:48:30.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.6;37.2;35.8;975.3;34.19;25165;25165;25165;25165;25165;8.82;3.29;5.03;0.006;0.174;0.074;1;0.000;1;0.000;0;0.002;0;0.002
298.312;0.000;2023-07-02T13:48:31.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.3;37.6;36.1;975.2;40.89;25165;927;23572;4484;8896;8.82;3.29;5.03;0.006;0.175;0.074;1;0.000;1;0.000;0;0.002;0;0.002
300.312;0.000;2023-07-02T13:48:33.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.7;37.3;35.8;975.8;32.21;25165;25165;25165;25165;25165;8.82;3.29;5.04;0.006;0.177;0.077;1;0.000;1;0.000;0;0.002;0;0.002
302.312;0.000;2023-07-02T13:48:35.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.5;36.9;35.8;976.0;28.07;25165;14208;25165;19839;19629;8.82;3.29;5.04;0.006;0.177;0.077;1;0.000;1;0.000;0;0.002;0;0.002
304.312;0.000;2023-07-02T13:48:37.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.6;36.6;35.9;975.6;28.45;25165;5647;14337;3606;6244;8.82;3.29;5.03;0.006;0.177;0.077;1;0.000;1;0.000;0;0.002;0;0.002
306.312;0.000;2023-07-02T13:48:39.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.5;36.6;35.9;975.9;29.99;25165;25165;25165;25165;25165;8.82;3.29;5.03;0.006;0.180;0.077;1;0.000;1;0.000;0;0.002;0;0.002
308.312;0.000;2023-07-02T13:48:41.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.6;36.3;35.9;975.6;44.00;25165;25165;25165;25165;25165;8.82;3.29;5.03;0.006;0.180;0.077;1;0.000;1;0.000;0;0.002;0;0.002
310.312;0.000;2023-07-02T13:48:43.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.6;36.2;35.9;975.4;43.86;25165;25165;25165;25165;25165;8.82;3.29;5.03;0.006;0.180;0.077;1;0.000;1;0.000;0;0.002;0;0.002
312.312;0.000;2023-07-02T13:48:45.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.7;36.4;36.1;975.4;37.70;25165;25165;25165;25165;25165;8.82;3.29;5.03;0.006;0.180;0.078;1;0.000;1;0.000;0;0.002;0;0.002
314.314;0.000;2023-07-02T13:48:47.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.5;36.2;36.2;975.7;38.71;25165;25165;25165;25165;25165;8.82;3.29;5.03;0.006;0.182;0.080;1;0.000;1;0.000;0;0.002;0;0.002
316.312;0.000;2023-07-02T13:48:49.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.7;36.3;36.3;975.6;41.28;25165;25165;25165;25165;25165;8.83;3.29;5.04;0.006;0.183;0.080;1;0.000;1;0.000;0;0.002;0;0.002
318.312;0.000;2023-07-02T13:48:51.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.6;36.2;36.3;975.6;40.43;25165;25165;25165;25165;25165;8.82;3.29;5.03;0.007;0.183;0.080;1;0.000;1;0.000;0;0.002;0;0.002
320.312;0.000;2023-07-02T13:48:53.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.5;36.3;36.3;975.7;38.61;25165;25165;25165;25165;25165;8.82;3.29;5.04;0.006;0.184;0.080;1;0.000;1;0.000;0;0.002;0;0.002
322.314;0.000;2023-07-02T13:48:55.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.6;36.2;36.4;975.5;39.21;25165;25165;25165;25165;25165;8.82;3.29;5.03;0.006;0.186;0.080;1;0.000;1;0.000;0;0.002;0;0.002
324.312;0.000;2023-07-02T13:48:57.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.6;36.2;36.3;975.7;43.51;25165;25165;25165;25165;25165;8.82;3.29;5.03;0.006;0.186;0.080;1;0.000;1;0.000;0;0.002;0;0.002
326.314;0.000;2023-07-02T13:48:59.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.6;36.2;36.2;975.8;42.48;25165;25165;25165;25165;25165;8.82;3.29;5.03;0.006;0.187;0.080;1;0.000;1;0.000;0;0.002;0;0.002
328.314;0.000;2023-07-02T13:49:01.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.5;36.3;36.2;975.5;42.71;25165;25165;25165;25165;25165;8.82;3.29;5.03;0.006;0.186;0.083;1;0.000;1;0.000;0;0.002;0;0.002
330.314;0.000;2023-07-02T13:49:03.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.7;36.1;35.9;975.8;42.62;25165;25165;25165;25165;25165;8.82;3.29;5.03;0.006;0.187;0.083;1;0.000;1;0.000;0;0.002;0;0.002
332.314;0.000;2023-07-02T13:49:05.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.7;36.0;35.7;975.7;41.64;25165;25165;25165;25165;25165;8.82;3.29;5.03;0.006;0.189;0.083;1;0.000;1;0.000;0;0.002;0;0.002
334.314;0.000;2023-07-02T13:49:07.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.6;36.1;35.9;975.5;41.86;25165;25165;25165;25165;25165;8.82;3.29;5.03;0.006;0.190;0.083;1;0.000;1;0.000;0;0.002;0;0.002
336.314;0.000;2023-07-02T13:49:09.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.5;36.2;35.9;975.6;41.93;25165;25165;25165;25165;25165;8.82;3.29;5.03;0.006;0.190;0.083;1;0.000;1;0.000;0;0.002;0;0.002
338.314;0.000;2023-07-02T13:49:11.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.6;35.8;35.9;975.6;41.68;25165;2018;25165;20530;13521;8.82;3.29;5.03;0.006;0.190;0.083;1;0.000;1;0.000;0;0.002;0;0.002
340.314;0.000;2023-07-02T13:49:13.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.7;36.1;35.8;975.6;41.48;25165;25165;25165;25165;25165;8.82;3.29;5.03;0.006;0.193;0.083;1;0.000;1;0.000;0;0.002;0;0.002
342.314;0.000;2023-07-02T13:49:15.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.7;36.2;35.9;975.4;42.09;25165;25165;25165;25165;25165;8.83;3.29;5.03;0.006;0.193;0.086;1;0.000;1;0.000;0;0.002;0;0.002
344.314;0.000;2023-07-02T13:49:17.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.7;36.2;36.0;975.4;42.96;25165;25165;25165;25165;25165;8.82;3.29;5.03;0.006;0.193;0.086;1;0.000;1;0.000;0;0.002;0;0.002
346.314;0.000;2023-07-02T13:49:19.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.7;36.3;36.1;975.7;43.15;25165;25165;25165;25165;25165;8.82;3.29;5.03;0.006;0.193;0.086;1;0.000;1;0.000;0;0.002;0;0.002
348.314;0.000;2023-07-02T13:49:21.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.6;36.3;36.0;975.6;42.30;25165;25165;25165;25165;25165;8.82;3.29;5.03;0.006;0.196;0.086;1;0.000;1;0.000;0;0.002;0;0.002
350.314;0.000;2023-07-02T13:49:23.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.7;36.3;36.0;975.7;42.27;25165;25165;25165;25165;25165;8.82;3.29;5.03;0.006;0.196;0.086;1;0.000;1;0.000;0;0.002;0;0.002
352.314;0.000;2023-07-02T13:49:25.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.7;36.3;36.1;975.6;42.90;25165;25165;25165;25165;25165;8.81;3.29;5.03;0.006;0.196;0.086;1;0.000;1;0.000;0;0.002;0;0.002
354.314;0.000;2023-07-02T13:49:27.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.7;36.4;36.3;975.5;42.54;25165;14105;3732;8436;11448;8.82;3.29;5.03;0.006;0.196;0.087;1;0.000;1;0.000;0;0.002;0;0.002
356.314;0.000;2023-07-02T13:49:29.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.6;36.1;36.1;975.9;27.68;25165;2407;18280;15022;11152;8.82;3.29;5.04;0.006;0.198;0.089;1;0.000;1;0.000;0;0.002;0;0.002
358.331;0.000;2023-07-02T13:49:32.0Z;3;48.8007638;9.8154643;7.9;330.7;4.5;4;378.4;34.7;36.1;36.1;976.0;28.14;25165;12433;24767;571;18131;8.82;3.29;5.03;0.006;0.199;0.090;1;0.000;1;0.000;0;0.002;0;0.002
360.331;0.000;2023-07-02T13:49:34.0Z;3;48.8008144;9.8154886;7.6;339.9;0.6;5;387.6;34.7;36.0;36.1;975.7;28.52;25165;21182;3140;19248;25013;8.81;3.29;5.04;0.006;0.199;0.090;1;0.000;1;0.000;0;0.002;0;0.002
362.334;362.221;2023-07-02T13:49:36.0Z;3;48.8007829;9.8154894;7.6;335.5;1.1;5;383.2;34.6;36.2;36.2;976.0;28.46;25165;19509;3431;4204;11741;8.82;3.29;5.03;0.006;0.200;0.090;1;0.000;1;0.000;0;0.002;0;0.002
364.334;364.223;2023-07-02T13:49:38.0Z;3;48.8007485;9.8154771;7.6;329.3;2.2;5;377.0;34.7;36.3;36.2;975.9;28.56;25165;4569;24177;24556;13217;8.81;3.29;5.03;0.006;0.200;0.090;1;0.000;1;0.000;0;0.002;0;0.002
366.336;366.225;2023-07-02T13:49:40.0Z;3;48.8007254;9.8154713;7.6;325.4;0.7;5;373.2;34.7;36.1;36.1;975.9;28.81;25165;10761;92;18952;14985;8.82;3.29;5.04;0.007;0.202;0.090;1;0.000;1;0.000;0;0.002;0;0.002
368.334;368.228;2023-07-02T13:49:42.0Z;3;48.8007141;9.8154707;7.6;323.9;0.1;5;371.7;34.7;36.2;36.1;975.8;28.94;25165;24819;12970;21017;8104;8.82;3.29;5.03;0.006;0.203;0.090;1;0.000;1;0.000;0;0.002;0;0.002
370.334;370.232;2023-07-02T13:49:44.0Z;3;48.8006865;9.8154675;7.6;319.8;0.2;5;367.6;34.7;36.2;36.2;975.7;29.55;25165;24523;11692;17969;13609;8.82;3.29;5.04;0.006;0.202;0.092;1;0.000;1;0.000;0;0.002;0;0.002
372.336;372.235;2023-07-02T13:49:46.0Z;3;48.8006633;9.8154616;7.6;316.5;0.2;5;364.2;34.8;36.0;36.2;975.9;29.30;25165;2798;1566;13545;8989;8.81;3.29;5.03;0.006;0.204;0.093;1;0.000;1;0.000;0;0.002;0;0.002
374.334;374.238;2023-07-02T13:49:48.0Z;3;48.8006574;9.8154591;7.6;315.8;0.5;5;363.5;34.7;36.1;36.2;975.7;29.70;25165;17544;3828;19051;10172;8.82;3.29;5.04;0.006;0.206;0.093;1;0.000;1;0.000;0;0.002;0;0.002
376.334;376.240;2023-07-02T13:49:50.0Z;3;48.8006565;9.8154537;7.6;315.8;0.3;5;363.5;34.7;36.3;36.4;975.6;29.58;25165;3782;15132;20525;21376;8.81;3.29;5.03;0.006;0.205;0.093;1;0.000;1;0.000;0;0.002;0;0.002
378.336;378.244;2023-07-02T13:49:52.0Z;3;48.8006600;9.8154514;7.6;316.5;0.1;5;364.2;34.6;36.3;36.4;975.8;29.31;25165;19510;16410;471;21965;8.81;3.29;5.03;0.006;0.206;0.093;1;0.000;1;0.000;0;0.002;0;0.002
380.336;380.247;2023-07-02T13:49:54.0Z;3;48.8006580;9.8154473;7.6;316.2;0.1;5;363.9;34.7;36.3;36.3;975.7;43.12;25165;25165;25165;25165;25165;8.82;3.29;5.04;0.006;0.206;0.093;1;0.000;1;0.000;0;0.002;0;0.002
382.336;382.249;2023-07-02T13:49:56.0Z;3;48.8006620;9.8154415;7.6;317.0;1.1;5;364.7;34.7;36.4;36.4;975.6;43.40;25165;25165;25165;25165;25165;8.81;3.29;5.03;0.006;0.206;0.093;1;0.000;1;0.000;0;0.002;0;0.002
384.336;384.250;2023-07-02T13:49:58.0Z;3;48.8006602;9.8154415;7.6;317.1;0.8;5;364.8;34.6;36.4;36.6;975.5;43.98;25165;25165;25165;25165;25165;8.81;3.29;5.03;0.006;0.208;0.093;1;0.000;1;0.000;0;0.002;0;0.002
